식당이름,CTGRY_TWO_NM,주소
꾸안,동남아시아음식,경기도 수원시 팔달구 화서문로 60
꾸잉,동남아시아음식,서울특별시 용산구 이태원로 189
꿈꾸는부엌,유럽음식,충청북도 청주시 청원구 율봉로 271
꿈앤펀,유럽음식,서울특별시 용산구 보광로60길 14-18
꿍탈레,동남아시아음식,서울특별시 강남구 압구정로10길 14
뀌쏭82,유럽음식,서울특별시 강남구 양재천로 167
끌레망꾸꾸,동남아시아음식,서울특별시 용산구 소월로2길 27
끌림이탈리아,유럽음식,서울특별시 강남구 논현로151길 17
끗집,동아시아음식,서울특별시 용산구 이태원로19길 12
낀라오,동남아시아음식,서울특별시 용산구 신흥로 99-1
낀알로이알로이,동남아시아음식,서울특별시 관악구 청룡2길 29
나가사키짬뽕,동아시아음식,경상북도 경주시 원효로 122
나가하마 만게츠,동아시아음식,부산광역시 해운대구 우동1로 57
나고야,동남아시아음식,부산광역시 금정구 체육공원로399번길 325-11
나나식탁,동아시아음식,제주특별자치도 서귀포시 성산등용로17번길 55
나나야,인도아시아음식,경기도 성남시 중원구 사기막골로 124
나라엔니팰리스,인도아시아음식,경기도 수원시 팔달구 덕영대로 923-16
나루,유럽음식,경상남도 창녕군 낙동로 277
나리스키친,유럽음식,경기도 부천시 신흥로 150
나리타 양주옥정점,동아시아음식,경기도 양주시 옥정동로7가길 44
나마스까르,인도아시아음식,울산광역시 남구 삼산중로48번길 11
나마스까르,인도아시아음식,울산광역시 중구 젊음의거리 40-3
나마스떼,인도아시아음식,경상남도 거제시 장평1로3길 3
나마스테 동묘점,인도아시아음식,서울특별시 종로구 지봉로 18
나마스테 해운대점,인도아시아음식,부산광역시 해운대구 해운대해변로265번길 7
나무 인생초밥 논현점,동아시아음식,서울특별시 강남구 봉은사로1길 40
나무이자카야,동아시아음식,서울특별시 강남구 선릉로 517
나베야돈까스 본점,동아시아음식,부산광역시 동구 고관로 133-1
나브루즈,중앙아시아음식,경상남도 김해시 가락로86번길 6
나빌드,유럽음식,광주광역시 서구 치평로 2
나빌리오,유럽음식,경기도 성남시 분당구 성남대로331번길 13
나성타코,남미음식,서울특별시 마포구 잔다리로2길 24
나와라,동남아시아음식,경상남도 창원시 성산구 마디미로44번길 13
나우이피자,유럽음식,대구광역시 중구 국채보상로142길 40
나이스가든PHO,동남아시아음식,인천광역시 중구 공항로 272
나이스두잉 버거샵,북미음식,서울특별시 성동구 연무장5가길 7
나이스케밥,중동음식,충청북도 충주시 연수동산로3길 20
나이쏘이 강남점,동남아시아음식,서울특별시 강남구 강남대로102길 11
나이쏘이 롯데마트 송파점,동남아시아음식,서울특별시 송파구 중대로 80
나이쏘이 파크하비오점,동남아시아음식,서울특별시 송파구 송파대로 111
나이팟타이,동남아시아음식,경상북도 경주시 태종로 734-1
나인스푼,유럽음식,경기도 성남시 분당구 판교역로192번길 14-2
나즈드라비,유럽음식,서울특별시 강남구 테헤란로1길 28-6
나탈리,동남아시아음식,경기도 안산시 단원구 화랑로 28
나탈리케밥,중동음식,충청북도 음성군 무극로 181
나폴리495 첨단본점,유럽음식,광주광역시 북구 첨단연신로 97
나폴리회관 강남역점,유럽음식,서울특별시 강남구 테헤란로5길 24
낙원타코 강남역점,남미음식,서울특별시 서초구 서초대로73길 9
낙원타코 롯데몰수원점,남미음식,경기도 수원시 권선구 세화로 134
낙원타코 롯데몰수지점,남미음식,경기도 용인시 수지구 성복2로 38
낙원타코 스타필드고양점,남미음식,경기도 고양시 덕양구 고양대로 1955
난산리식당,동남아시아음식,제주특별자치도 서귀포시 난산로41번길 38
난앤커리,인도아시아음식,경상남도 김해시 분성로335번길 9-1
난커리인도레스토랑,인도아시아음식,경기도 평택시 안정쇼핑로 12
날마다좋은날,동남아시아음식,대구광역시 북구 대현남로 25
남강중화요리,동아시아음식,경기도 용인시 처인구 백옥대로 1374
남강회초밥,동아시아음식,대구광역시 수성구 들안로 17
남경,동아시아음식,경기도 수원시 영통구 매탄로108번길 52
남경,동아시아음식,경기도 용인시 기흥구 갈곡로8번길 4-3
남기분면 IFC몰점,동남아시아음식,서울특별시 영등포구 국제금융로 10
남산와이너리,유럽음식,서울특별시 용산구 회나무로10길 5
남원식당,동남아시아음식,제주특별자치도 제주시 서광로3길 6
남플라태국쌀국수,동남아시아음식,경기도 군포시 산본로323번길 6
낭로,인도아시아음식,서울특별시 영등포구 경인로 837
낭만이태리,유럽음식,경상북도 포항시 남구 형산강북로 101
낭키친,동남아시아음식,부산광역시 남구 용소로14번길 46
내고향베트남쌀국수,동남아시아음식,강원도 원주시 단구초교길 6-18
내니스,북미음식,경기도 성남시 분당구 동판교로177번길 25
내안에,동아시아음식,대구광역시 수성구 무학로 85
내추럴와인플레이스,동남아시아음식,서울특별시 용산구 이태원로 160-1
냐항,동남아시아음식,서울특별시 성동구 연무장길 9-6
냐항IN안국,동남아시아음식,서울특별시 종로구 북촌로1길 30-9
냠냠,동남아시아음식,경상남도 양산시 가촌서로 11
냠냠무카타,동남아시아음식,부산광역시 수영구 수영로 658-4
냠냠물고기,동아시아음식,서울특별시 송파구 송파대로30길 41-21
넘버포,동남아시아음식,부산광역시 남구 못골로41번길 6
네가,동남아시아음식,서울특별시 용산구 한강대로11길 21
네오베이커리,유럽음식,서울특별시 동작구 사당로26길 111
네이키드키친,유럽음식,경기도 안양시 동안구 귀인로190번길 140-9
네코부루,동아시아음식,경기도 성남시 분당구 판교로319번길 13
네키드윙즈,북미음식,서울특별시 용산구 녹사평대로 174-11
네팔태국음식점,동남아시아음식,서울특별시 종로구 종로 305-2
넬라쿠치나,유럽음식,경상북도 구미시 선기로2길 5-48
넬보스코이탈리안레스토랑,유럽음식,서울특별시 중구 퇴계로8길 16
녁,유럽음식,서울특별시 강남구 테헤란로21길 25
녁,유럽음식,서울특별시 중구 수표로 65
노가리까다,동남아시아음식,서울특별시 관악구 난우길 22
노네임,동남아시아음식,서울특별시 용산구 우사단로10길 94
노루,유럽음식,서울특별시 성북구 동소문로6길 4-20
노리타,유럽음식,서울특별시 중구 명동8나길 20
노마드즈몽골,아시아음식,부산광역시 남구 용소로19번길 6
노스트레스버거잠원,북미음식,서울특별시 서초구 강남대로101안길 13
노스트레스키친,유럽음식,서울특별시 마포구 독막로9길 43
노이,동남아시아음식,경상남도 창원시 의창구 원이대로69번길 3
노이,동남아시아음식,서울특별시 성동구 성수이로12길 8
노이,유럽음식,세종특별자치시  만남로 14
노이케이커리,유럽음식,경기도 안산시 단원구 화랑로 160
노촌장철가마찜,동남아시아음식,경기도 안산시 단원구 부부로1길 24
노파이방,동아시아음식,경기도 안산시 단원구 부부로2길 21-1
녹마이,동남아시아음식,서울특별시 성동구 왕십리로14길 18
놈스톤화덕피자앤파스타,유럽음식,강원도 철원군 금학로210번길 7-14
놈파스타,유럽음식,서울특별시 성북구 보문로30길 81
농노기아,동남아시아음식,경기도 김포시 양곡1로 15
농농,동남아시아음식,서울특별시 영등포구 국회대로70길 7
농담,유럽음식,서울특별시 용산구 이태원로16길 14
뇨끼바,유럽음식,서울특별시 용산구 한남대로20길 41-4
누들맨,동남아시아음식,대구광역시 수성구 세진로 73
누들박스 송도점,동남아시아음식,인천광역시 연수구 아트센터대로 131
누들박스 일산현대점,동남아시아음식,경기도 고양시 일산서구 호수로 817
누들박스 잠실월드마크점,동남아시아음식,서울특별시 송파구 올림픽로35가길 9
누들박스 포항점,동남아시아음식,경상북도 포항시 북구 중앙상가2길 14-5
누들벅베트남쌀국수,동남아시아음식,경기도 용인시 기흥구 흥덕1로 13
누들아한타이,동남아시아음식,경기도 의정부시 평화로190번길 6
누들아한타이,동남아시아음식,서울특별시 성북구 화랑로13길 10
누들앤라이스,동남아시아음식,강원도 동해시 발한복개로 37
누들엔타이,동남아시아음식,서울특별시 도봉구 삼양로144길 3-8
누들투어,유럽음식,서울특별시 송파구 충민로 10
누들홀릭,동남아시아음식,경기도 고양시 덕양구 혜음로 57
누아누아,동남아시아음식,부산광역시 부산진구 가야대로 772
누아누아,동남아시아음식,서울특별시 종로구 우정국로 26
누아누아BY콘타이,동남아시아음식,서울특별시 노원구 동일로 1414
누아누아BY콘타이,동남아시아음식,서울특별시 송파구 올림픽로 240
누에보,유럽음식,부산광역시 중구 광복로97번안길 5-1
누오보나폴리,유럽음식,대전광역시 유성구 농대로 15
누올리언스,동남아시아음식,서울특별시 강남구 논현로26길 29
누커리,유럽음식,서울특별시 중랑구 겸재로50나길 76
뉴 욕쟁이 디저트 구미봉곡도량점,북미음식,경상북도 구미시 봉곡남로 101
뉴델리,인도아시아음식,경기도 수원시 영통구 봉영로 1606
뉴델리,인도아시아음식,서울특별시 강남구 논현로176길 28
뉴델리,인도아시아음식,서울특별시 동대문구 경희대로6길 5
뉴리틀인디아,인도아시아음식,부산광역시 동구 중앙대로 205
뉴붐바이스파이스뷰,인도아시아음식,부산광역시 사상구 광장로21번길 12
뉴살라딘,동남아시아음식,대구광역시 달서구 계대동문로 17
뉴살라딘 경대점,인도아시아음식,대구광역시 북구 대학로 79
뉴살라딘 경산영대점,동남아시아음식,경상북도 경산시 대학로59길 11-9
뉴욕 버거 앤 베이글,북미음식,서울특별시 강남구 테헤란로6길 30
뉴욕부엌,북미음식,대전광역시 유성구 관들2길 19
뉴욕시간,유럽음식,경기도 이천시 이섭대천로 1216
뉴욕아파트먼트,북미음식,서울특별시 마포구 월드컵로3길 14
뉴타쉬켄트,동남아시아음식,충청남도 아산시 서부남로 856
뉴타지마할,인도아시아음식,경기도 안산시 단원구 다문화1길 51-1
뉴타지마할,인도아시아음식,충청남도 천안시 동남구 버들로 10
뉴타지마할 대전점,인도아시아음식,대전광역시 유성구 궁동로18번길 89
뉴히말라야레스토랑,인도아시아음식,충청남도 아산시 온궁로 24-1
느루209,유럽음식,대전광역시 서구 구봉로131번길 37
느루209,유럽음식,대전광역시 유성구 테크노중앙로 65
느린하루,동아시아음식,대전광역시 서구 대덕대로185번길 45
능동타코집,남미음식,서울특별시 광진구 능동로32길 5
니들누들,동남아시아음식,서울특별시 양천구 목동중앙북로 127
니들누들 신월점,동남아시아음식,서울특별시 양천구 신월로9길 38
니로사레스토랑,인도아시아음식,서울특별시 종로구 동숭길 43
